investor_id,Average_Gap_Days,Total_Transactions,Total_Investment,SIP_Status
INV003202,61.5,7,349643,At Risk
INV003203,53.625,9,839753,At Risk
INV003204,27.5,3,329065,Active
INV003205,38.63636363636363,12,1727669,At Risk
INV003206,66.85714285714286,8,820902,At Risk
INV003207,68.0,3,7397,At Risk
INV003208,97.0,6,431032,At Risk
INV003209,55.714285714285715,8,678291,At Risk
INV003210,51.57142857142857,8,849305,At Risk
INV003211,45.9,11,1245706,At Risk
INV003212,61.5,7,732737,At Risk
INV003213,85.75,5,420262,At Risk
INV003214,46.75,9,1168716,At Risk
INV003215,45.1,11,1102242,At Risk
INV003216,113.25,5,900316,At Risk
INV003217,91.0,2,189348,At Risk
INV003218,70.33333333333333,7,584036,At Risk
INV003219,32.9,11,1210375,Active
INV003220,38.44444444444444,10,1791045,At Risk
INV003221,33.36363636363637,12,1825785,Active
INV003222,54.333333333333336,10,474431,At Risk
INV003223,59.25,9,522417,At Risk
INV003224,51.166666666666664,7,1074066,At Risk
INV003225,59.0,9,775278,At Risk
INV003226,63.166666666666664,7,776045,At Risk
INV003227,61.75,9,829863,At Risk
INV003228,52.625,9,620166,At Risk
INV003229,203.5,3,266378,At Risk
INV003230,40.09090909090909,12,774809,At Risk
INV003231,55.333333333333336,10,1101024,At Risk
INV003232,41.8,11,1626190,At Risk
INV003233,84.5,3,406111,At Risk
INV003234,60.375,9,927734,At Risk
INV003235,66.0,8,1021594,At Risk
INV003236,48.3,11,671107,At Risk
INV003237,70.2,6,654245,At Risk
INV003238,51.333333333333336,10,2018415,At Risk
INV003239,97.5,5,52452,At Risk
INV003240,81.4,6,383396,At Risk
INV003241,23.0,2,2928,Active
INV003242,46.7,11,718952,At Risk
INV003243,56.6,6,162655,At Risk
INV003244,64.6,6,64718,At Risk
INV003245,116.66666666666667,4,38585,At Risk
INV003246,102.5,3,236247,At Risk
INV003247,42.3,11,1567144,At Risk
INV003248,58.875,9,823799,At Risk
INV003249,155.66666666666666,4,212744,At Risk
INV003250,47.9,11,1287698,At Risk
INV003251,101.75,5,792854,At Risk
INV003252,67.6,6,102990,At Risk
INV003253,60.0,6,172843,At Risk
INV003254,37.0,6,172930,At Risk
INV003255,,1,22613,Active
INV003256,38.0,10,1133401,At Risk
INV003257,42.0,9,813780,At Risk
INV003258,45.18181818181818,12,1670319,At Risk
INV003259,166.0,2,10253,At Risk
INV003260,55.875,9,712327,At Risk
INV003261,99.25,5,450793,At Risk
INV003262,53.25,9,920513,At Risk
INV003263,81.16666666666667,7,215477,At Risk
INV003264,57.42857142857143,8,452739,At Risk
INV003265,102.33333333333333,4,270969,At Risk
INV003266,,1,217446,Active
INV003267,53.125,9,886940,At Risk
INV003268,178.0,3,511091,At Risk
INV003269,55.8,6,532609,At Risk
INV003270,27.857142857142858,8,1012044,Active
INV003271,40.77777777777778,10,1050994,At Risk
INV003272,102.0,4,309083,At Risk
INV003273,47.77777777777778,10,445066,At Risk
INV003274,,1,4507,Active
INV003275,214.5,3,121708,At Risk
INV003276,40.333333333333336,7,1422303,At Risk
INV003277,45.4,11,1143967,At Risk
INV003278,26.25,5,786235,Active
INV003279,56.333333333333336,10,411020,At Risk
INV003280,58.25,5,204358,At Risk
INV003281,313.0,2,341202,At Risk
INV003282,60.75,5,542943,At Risk
INV003283,208.0,2,6261,At Risk
INV003284,96.0,2,430116,At Risk
INV003285,170.0,3,249504,At Risk
INV003286,273.0,2,303129,At Risk
INV003287,41.72727272727273,12,1622465,At Risk
INV003288,44.54545454545455,12,3480685,At Risk
INV003289,37.0,12,1338847,At Risk
INV003290,,1,54546,Active
INV003291,49.0,9,1079196,At Risk
INV003292,24.5,3,148700,Active
INV003293,,1,23595,Active
INV003294,54.0,8,1380395,At Risk
INV003295,59.42857142857143,8,860743,At Risk
INV003296,42.0,7,746901,At Risk
INV003297,43.22222222222222,10,2006241,At Risk
INV003298,40.1,11,1943319,At Risk
INV003299,113.0,2,340005,At Risk
INV003300,54.0,7,536223,At Risk
INV003301,52.77777777777778,10,321913,At Risk
INV003302,66.25,5,144597,At Risk
INV003303,251.0,2,62571,At Risk
INV003304,36.18181818181818,12,593307,At Risk
INV003305,64.5,5,111947,At Risk
INV003306,58.875,9,1938996,At Risk
INV003307,320.0,2,1672,At Risk
INV003308,45.4,11,423475,At Risk
INV003309,111.66666666666667,4,20513,At Risk
INV003310,42.4,11,1297932,At Risk
INV003311,40.0,12,598984,At Risk
INV003312,241.0,3,259862,At Risk
INV003313,61.4,6,530564,At Risk
INV003314,55.125,9,841781,At Risk
INV003315,77.4,6,636585,At Risk
INV003316,52.5,3,92917,At Risk
INV003317,37.27272727272727,12,1009717,At Risk
INV003318,,1,1160,Active
INV003319,152.5,3,58272,At Risk
INV003320,34.54545454545455,12,1447303,Active
INV003321,70.28571428571429,8,1072303,At Risk
INV003322,105.25,5,643404,At Risk
INV003323,,1,423921,Active
INV003324,67.0,8,1622951,At Risk
INV003325,63.125,9,731588,At Risk
INV003326,128.66666666666666,4,256848,At Risk
INV003327,351.0,2,618628,At Risk
INV003328,136.0,4,322687,At Risk
INV003329,50.5,11,934567,At Risk
INV003330,114.5,3,176479,At Risk
INV003331,76.2,6,886704,At Risk
INV003332,69.8,6,236287,At Risk
INV003333,,1,57698,Active
INV003334,42.0,3,333754,At Risk
INV003335,76.75,5,200715,At Risk
INV003336,62.0,8,412829,At Risk
INV003337,117.0,2,67969,At Risk
INV003338,32.27272727272727,12,1258898,Active
INV003339,,1,8210,Active
INV003340,49.2,11,1557418,At Risk
INV003341,56.0,10,1162148,At Risk
INV003342,41.72727272727273,12,2014453,At Risk
INV003343,47.5,11,1527885,At Risk
INV003344,39.36363636363637,12,1639031,At Risk
INV003345,56.833333333333336,7,458046,At Risk
INV003346,64.83333333333333,7,757584,At Risk
INV003347,59.6,6,341801,At Risk
INV003348,323.0,2,96128,At Risk
INV003349,143.0,3,158096,At Risk
INV003350,77.0,7,96401,At Risk
INV003351,45.0,7,636915,At Risk
INV003352,54.333333333333336,10,489840,At Risk
INV003353,95.5,5,911412,At Risk
INV003354,42.36363636363637,12,1277113,At Risk
INV003355,60.57142857142857,8,1102878,At Risk
INV003356,123.0,4,587127,At Risk
INV003357,44.57142857142857,8,252789,At Risk
INV003358,83.0,2,77521,At Risk
INV003359,46.333333333333336,7,916534,At Risk
INV003360,37.81818181818182,12,795393,At Risk
INV003361,130.0,4,221065,At Risk
INV003362,118.66666666666667,4,348361,At Risk
INV003363,61.833333333333336,7,913810,At Risk
INV003364,,1,42018,Active
INV003365,36.0,3,730787,At Risk
INV003366,43.55555555555556,10,1198177,At Risk
INV003367,,1,282663,Active
INV003368,,1,1131,Active
INV003369,78.6,6,1358301,At Risk
INV003370,54.285714285714285,8,388278,At Risk
INV003371,108.66666666666667,4,993864,At Risk
INV003372,33.0,10,1094502,Active
INV003373,45.45454545454545,12,1979792,At Risk
INV003374,57.625,9,444792,At Risk
INV003375,51.333333333333336,10,597592,At Risk
INV003376,47.8,11,1606102,At Risk
INV003377,71.5,7,913312,At Risk
INV003378,17.0,2,432065,Active
INV003379,41.0,12,1682465,At Risk
INV003380,42.7,11,1164855,At Risk
INV003381,37.72727272727273,12,2064765,At Risk
INV003382,39.0,11,1854213,At Risk
INV003383,141.66666666666666,4,264037,At Risk
INV003384,95.0,2,569828,At Risk
INV003385,133.33333333333334,4,605605,At Risk
INV003386,13.0,2,292052,Active
INV003387,52.125,9,1631208,At Risk
INV003388,39.09090909090909,12,1072196,At Risk
INV003389,54.857142857142854,8,1787703,At Risk
INV003390,191.0,3,334515,At Risk
INV003391,38.77777777777778,10,1596211,At Risk
INV003392,91.33333333333333,4,560151,At Risk
INV003393,49.55555555555556,10,704047,At Risk
INV003394,84.2,6,1047628,At Risk
INV003395,44.77777777777778,10,1102153,At Risk
INV003396,82.33333333333333,7,813782,At Risk
INV003397,122.0,4,385229,At Risk
INV003398,39.81818181818182,12,1156071,At Risk
INV003399,77.83333333333333,7,1038730,At Risk
INV003400,26.25,5,263857,Active
INV003401,40.875,9,615919,At Risk
INV003402,94.6,6,590068,At Risk
INV003403,61.857142857142854,8,521091,At Risk
INV003404,40.72727272727273,12,844511,At Risk
INV003405,43.0,10,882362,At Risk
INV003406,37.54545454545455,12,758314,At Risk
INV003407,52.666666666666664,10,843097,At Risk
INV003408,49.125,9,1509084,At Risk
INV003409,37.666666666666664,10,1151620,At Risk
INV003410,64.42857142857143,8,700434,At Risk
INV003411,45.0,12,1454081,At Risk
INV003412,28.625,9,1570534,Active
INV003413,,1,23522,Active
INV003414,147.33333333333334,4,499486,At Risk
INV003415,54.0,7,397483,At Risk
INV003416,89.5,3,130126,At Risk
INV003417,35.0,2,5860,Active
INV003418,103.33333333333333,4,398668,At Risk
INV003419,30.272727272727273,12,1854352,Active
INV003420,66.66666666666667,7,322268,At Risk
INV003421,83.6,6,1018748,At Risk
INV003422,72.57142857142857,8,199867,At Risk
INV003423,83.8,6,284289,At Risk
INV003424,39.90909090909091,12,1520209,At Risk
INV003425,96.66666666666667,4,71002,At Risk
INV003426,37.333333333333336,7,663203,At Risk
INV003427,56.5,9,741216,At Risk
INV003428,53.875,9,942027,At Risk
INV003429,51.125,9,860608,At Risk
INV003430,61.166666666666664,7,349730,At Risk
INV003431,42.857142857142854,8,578714,At Risk
INV003432,52.57142857142857,8,400000,At Risk
INV003433,48.5,3,409387,At Risk
INV003434,,1,490,Active
INV003435,51.55555555555556,10,381342,At Risk
INV003436,46.22222222222222,10,905870,At Risk
INV003437,45.9,11,1431479,At Risk
INV003438,55.25,9,1214724,At Risk
INV003439,51.333333333333336,4,295739,At Risk
INV003440,,1,1860,Active
INV003441,119.33333333333333,4,352796,At Risk
INV003442,96.0,2,9062,At Risk
INV003443,65.0,5,205620,At Risk
INV003444,91.5,5,282580,At Risk
INV003445,198.0,3,422900,At Risk
INV003446,185.0,2,17137,At Risk
INV003447,,1,8756,Active
INV003448,40.63636363636363,12,1187731,At Risk
INV003449,51.857142857142854,8,1449922,At Risk
INV003450,39.0,12,666982,At Risk
INV003451,107.25,5,62732,At Risk
INV003452,25.6,6,159053,Active
INV003453,103.33333333333333,4,573502,At Risk
INV003454,85.75,5,682174,At Risk
INV003455,31.7,11,997397,Active
INV003456,184.0,2,18801,At Risk
INV003457,45.375,9,680172,At Risk
INV003458,54.22222222222222,10,611548,At Risk
INV003459,40.90909090909091,12,1406366,At Risk
INV003460,52.42857142857143,8,889457,At Risk
INV003461,77.0,3,330748,At Risk
INV003462,61.857142857142854,8,1225548,At Risk
INV003463,80.4,6,414999,At Risk
INV003464,160.0,3,60020,At Risk
INV003465,,1,281266,Active
INV003466,,1,480319,Active
INV003467,84.0,5,853464,At Risk
INV003468,234.0,3,21471,At Risk
INV003469,40.0,8,1338294,At Risk
INV003470,175.0,3,12971,At Risk
INV003471,22.25,5,545753,Active
INV003472,,1,13816,Active
INV003473,79.83333333333333,7,397275,At Risk
INV003474,,1,2983,Active
INV003475,56.0,9,75542,At Risk
INV003476,171.5,3,331968,At Risk
INV003477,69.5,7,1064130,At Risk
INV003478,50.333333333333336,10,386790,At Risk
INV003479,46.0,11,586132,At Risk
INV003480,37.45454545454545,12,1547288,At Risk
INV003481,,1,47070,Active
INV003482,,1,903,Active
INV003483,109.0,3,279091,At Risk
INV003484,61.5,7,130493,At Risk
INV003485,125.5,5,372386,At Risk
INV003486,,1,86546,Active
INV003487,40.7,11,1571663,At Risk
INV003488,232.0,3,217333,At Risk
INV003489,,1,11426,Active
INV003490,95.5,3,169916,At Risk
INV003491,43.0,12,739529,At Risk
INV003492,69.14285714285714,8,481549,At Risk
INV003493,199.0,3,421711,At Risk
INV003494,43.125,9,1655743,At Risk
INV003495,40.27272727272727,12,428104,At Risk
INV003496,49.55555555555556,10,1617916,At Risk
INV003497,,1,152727,Active
INV003498,,1,27642,Active
INV003499,143.0,3,209864,At Risk
INV003500,117.5,5,538927,At Risk
INV003501,102.0,3,14321,At Risk
INV003502,398.0,2,246437,At Risk
INV003503,66.85714285714286,8,1678826,At Risk
INV003504,,1,5664,Active
INV003505,64.0,9,1668682,At Risk
INV003506,51.111111111111114,10,485194,At Risk
INV003507,103.0,5,261878,At Risk
INV003508,,1,1929,Active
INV003509,44.27272727272727,12,673641,At Risk
INV003510,69.0,3,22593,At Risk
INV003511,44.54545454545455,12,1091721,At Risk
INV003512,214.5,3,570201,At Risk
INV003513,45.833333333333336,7,900311,At Risk
INV003514,44.55555555555556,10,768537,At Risk
INV003515,24.5,5,114483,Active
INV003516,229.5,3,373390,At Risk
INV003517,75.66666666666667,4,859320,At Risk
INV003518,39.6,11,1376894,At Risk
INV003519,61.333333333333336,4,163239,At Risk
INV003520,135.0,4,31089,At Risk
INV003521,58.75,9,617144,At Risk
INV003522,,1,3041,Active
INV003523,66.0,2,3511,At Risk
INV003524,41.81818181818182,12,2100998,At Risk
INV003525,46.111111111111114,10,862327,At Risk
INV003526,44.1,11,960380,At Risk
INV003527,81.4,6,531554,At Risk
INV003528,46.9,11,661673,At Risk
INV003529,24.5,5,169524,Active
INV003530,42.5,7,131856,At Risk
INV003531,37.18181818181818,12,1640073,At Risk
INV003532,78.5,7,300140,At Risk
INV003533,40.0,11,1819135,At Risk
INV003534,39.4,11,961572,At Risk
INV003535,68.0,6,431629,At Risk
INV003536,51.55555555555556,10,1898255,At Risk
INV003537,58.375,9,633094,At Risk
INV003538,93.5,3,270185,At Risk
INV003539,63.857142857142854,8,1623069,At Risk
INV003540,87.8,6,911550,At Risk
INV003541,56.57142857142857,8,1508006,At Risk
INV003542,251.5,3,586833,At Risk
INV003543,37.45454545454545,12,2135794,At Risk
INV003544,190.0,3,367936,At Risk
INV003545,56.625,9,887166,At Risk
INV003546,58.857142857142854,8,886738,At Risk
INV003547,,1,2221,Active
INV003548,37.5,3,12026,At Risk
INV003549,98.33333333333333,4,340705,At Risk
INV003550,238.0,2,115997,At Risk
INV003551,,1,435568,Active
INV003552,85.8,6,1017103,At Risk
INV003553,40.54545454545455,12,2186024,At Risk
INV003554,38.9,11,1994653,At Risk
INV003555,76.5,5,533768,At Risk
INV003556,55.42857142857143,8,281832,At Risk
INV003557,41.75,9,1017671,At Risk
INV003558,34.875,9,841156,Active
INV003559,48.333333333333336,10,131836,At Risk
INV003560,89.25,5,720894,At Risk
INV003561,51.666666666666664,10,2086494,At Risk
INV003562,60.375,9,889262,At Risk
INV003563,49.333333333333336,10,1514943,At Risk
INV003564,49.7,11,812213,At Risk
INV003565,62.714285714285715,8,958160,At Risk
INV003566,70.33333333333333,7,908313,At Risk
INV003567,65.71428571428571,8,935778,At Risk
INV003568,27.363636363636363,12,1588037,Active
INV003569,68.16666666666667,7,664301,At Risk
INV003570,93.5,5,975725,At Risk
INV003571,99.6,6,867283,At Risk
INV003572,86.8,6,551153,At Risk
INV003573,48.714285714285715,8,1019088,At Risk
INV003574,98.0,6,1152917,At Risk
INV003575,94.75,5,442391,At Risk
INV003576,70.0,2,2621,At Risk
INV003577,84.25,5,58871,At Risk
INV003578,75.0,4,423344,At Risk
INV003579,57.42857142857143,8,1205851,At Risk
INV003580,43.6,11,1092262,At Risk
INV003581,45.81818181818182,12,711578,At Risk
INV003582,31.363636363636363,12,1085746,Active
INV003583,104.5,5,40391,At Risk
INV003584,142.0,3,362516,At Risk
INV003585,,1,7817,Active
INV003586,39.63636363636363,12,1149668,At Risk
INV003587,57.285714285714285,8,853328,At Risk
INV003588,65.75,5,572819,At Risk
INV003589,107.75,5,494235,At Risk
INV003590,71.0,6,632826,At Risk
INV003591,111.75,5,945203,At Risk
INV003592,42.22222222222222,10,1362099,At Risk
INV003593,48.875,9,990436,At Risk
INV003594,77.0,6,516325,At Risk
INV003595,82.75,5,642449,At Risk
INV003596,166.0,2,471986,At Risk
INV003597,45.888888888888886,10,1644684,At Risk
INV003598,47.6,11,894928,At Risk
INV003599,26.8,11,836086,Active
INV003600,70.83333333333333,7,228750,At Risk
INV003601,46.55555555555556,10,463686,At Risk
INV003602,69.57142857142857,8,1212812,At Risk
INV003603,83.5,5,416256,At Risk
INV003604,56.375,9,392926,At Risk
INV003605,113.75,5,547468,At Risk
INV003606,95.0,4,1545665,At Risk
INV003607,50.285714285714285,8,89165,At Risk
INV003608,49.166666666666664,7,595715,At Risk
INV003609,75.16666666666667,7,888044,At Risk
INV003610,54.5,3,270213,At Risk
INV003611,41.3,11,921942,At Risk
INV003612,45.8,6,793977,At Risk
INV003613,52.44444444444444,10,655019,At Risk
INV003614,60.75,9,1480765,At Risk
INV003615,89.75,5,365049,At Risk
INV003616,67.66666666666667,7,564317,At Risk
INV003617,51.75,5,30324,At Risk
INV003618,83.0,3,450557,At Risk
INV003619,60.375,9,1131359,At Risk
INV003620,92.6,6,247252,At Risk
INV003621,208.0,3,784186,At Risk
INV003622,123.0,2,180360,At Risk
INV003623,,1,26173,Active
INV003624,79.75,5,1359910,At Risk
INV003625,31.2,11,1387135,Active
INV003626,44.9,11,1788429,At Risk
INV003627,39.44444444444444,10,593349,At Risk
INV003628,43.0,2,4945,At Risk
INV003629,,1,4678,Active
INV003630,39.375,9,251572,At Risk
INV003631,70.0,2,138170,At Risk
INV003632,170.5,3,393066,At Risk
INV003633,44.888888888888886,10,1142895,At Risk
INV003634,45.333333333333336,10,1152042,At Risk
INV003635,47.111111111111114,10,111446,At Risk
INV003636,95.0,6,231079,At Risk
INV003637,50.44444444444444,10,1821428,At Risk
INV003638,29.0,10,653004,Active
INV003639,67.0,6,307986,At Risk
INV003640,46.25,5,891005,At Risk
INV003641,52.111111111111114,10,468048,At Risk
INV003642,35.55555555555556,10,754330,At Risk
INV003643,55.375,9,628793,At Risk
INV003644,64.0,6,1001540,At Risk
INV003645,52.888888888888886,10,1133982,At Risk
INV003646,380.0,2,473368,At Risk
INV003647,54.25,9,1904326,At Risk
INV003648,64.8,6,931094,At Risk
INV003649,50.4,11,1244453,At Risk
INV003650,32.90909090909091,12,503063,Active
INV003651,50.666666666666664,7,1002093,At Risk
INV003652,50.0,3,19539,At Risk
INV003653,89.0,5,763038,At Risk
INV003654,51.857142857142854,8,439589,At Risk
INV003655,40.72727272727273,12,852476,At Risk
INV003656,63.333333333333336,7,1028617,At Risk
INV003657,246.0,2,312083,At Risk
INV003658,55.0,10,225357,At Risk
INV003659,87.5,5,947646,At Risk
INV003660,43.888888888888886,10,960977,At Risk
INV003661,48.625,9,1192186,At Risk
INV003662,105.5,5,1119923,At Risk
INV003663,64.66666666666667,7,2132763,At Risk
INV003664,128.0,5,173041,At Risk
INV003665,139.0,4,30616,At Risk
INV003666,38.44444444444444,10,1245216,At Risk
INV003667,,1,14994,Active
INV003668,202.0,2,14924,At Risk
INV003669,35.666666666666664,10,843628,At Risk
INV003670,49.6,11,780146,At Risk
INV003671,38.55555555555556,10,1995114,At Risk
INV003672,43.7,11,930419,At Risk
INV003673,48.2,11,278223,At Risk
INV003674,43.5,9,1763937,At Risk
INV003675,47.375,9,1397291,At Risk
INV003676,72.0,3,9274,At Risk
INV003677,62.0,7,864795,At Risk
INV003678,42.22222222222222,10,1010240,At Risk
INV003679,,1,205869,Active
INV003680,68.5,7,771997,At Risk
INV003681,40.8,11,805058,At Risk
INV003682,139.66666666666666,4,353201,At Risk
INV003683,66.0,8,348454,At Risk
INV003684,61.375,9,1184805,At Risk
INV003685,50.25,9,1225770,At Risk
INV003686,43.90909090909091,12,983051,At Risk
INV003687,144.5,3,580143,At Risk
INV003688,275.0,2,20627,At Risk
INV003689,114.0,5,1067758,At Risk
INV003690,193.0,2,30529,At Risk
INV003691,72.14285714285714,8,1808377,At Risk
INV003692,27.5,3,7154,Active
INV003693,47.55555555555556,10,733472,At Risk
INV003694,79.75,5,272583,At Risk
INV003695,42.0,11,1575077,At Risk
INV003696,68.28571428571429,8,775681,At Risk
INV003697,43.0,12,1129176,At Risk
INV003698,42.6,11,1699660,At Risk
INV003699,55.0,4,383675,At Risk
INV003700,77.5,5,377219,At Risk
INV003701,,1,2851,Active
INV003702,72.66666666666667,7,99074,At Risk
INV003703,114.75,5,282308,At Risk
INV003704,,1,2788,Active
INV003705,50.5,11,1080393,At Risk
INV003706,,1,9617,Active
INV003707,67.85714285714286,8,906929,At Risk
INV003708,33.0,12,1560590,Active
INV003709,65.42857142857143,8,384060,At Risk
INV003710,65.5,7,154052,At Risk
INV003711,51.57142857142857,8,798384,At Risk
INV003712,41.0,11,1657251,At Risk
INV003713,48.9,11,411811,At Risk
INV003714,114.25,5,1028282,At Risk
INV003715,356.0,2,290537,At Risk
INV003716,69.8,6,459026,At Risk
INV003717,51.888888888888886,10,1589116,At Risk
INV003718,68.14285714285714,8,424288,At Risk
INV003719,74.5,5,169109,At Risk
INV003720,42.5,11,1632951,At Risk
INV003721,360.0,2,5075,At Risk
INV003722,43.2,11,1850371,At Risk
INV003723,47.125,9,531706,At Risk
INV003724,42.7,11,1140916,At Risk
INV003725,145.33333333333334,4,337590,At Risk
INV003726,70.25,5,393716,At Risk
INV003727,193.0,3,158971,At Risk
INV003728,81.5,5,741980,At Risk
INV003729,,1,40906,Active
INV003730,111.5,3,592695,At Risk
INV003731,41.54545454545455,12,2277196,At Risk
INV003732,42.54545454545455,12,2556852,At Risk
INV003733,49.333333333333336,10,1201810,At Risk
INV003734,48.111111111111114,10,550720,At Risk
